id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
87,9360,"['858' '878 46' '1080' '840' '1080' '1080' '840' '1080' '1080' '840' '858'
 '1080' '660' '1080' '840' '840' '840' '1080' '1080' '840' '9583 2' '1080'
 '1080' '840' '840' '840' '840' '840' '840' '1080' '1080' '1080' '1080'
 '1080' '660' '840' '726' '840' '840' '840']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]","[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 2 3 2 2 2 2 2 2 2 2
 3 3 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False  True False False  True False False False
 False False False  True  True False  True False False False  True False
  True  True  True  True  True False  True  True  True  True False False
 False False  True  True]"
88,8000,"['8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000'
 '8000' '8000' '8 000' '8000' '8000' '8000' '8000' '8000' '8000' '8000'
 '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000'
 '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8000' '8 000']","[ True  True  True  True  True  True  True  True  True  True  True  True
 False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]","[6 0 6 6 0 6 6 0 0 6 6 6 5 6 0 6 0 5 6 6 6 0 0 5 6 0 6 6 0 6 6 6 6 6 6 6 0
 6 0 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
 False False  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False]"
89,24,"['18' '18' '18' '18' '18' '18' '24' '18' '18' '18' '18' '18' '18' '18'
 '18' '18' '18' '18' '18' '18' '18' '18' '18' '24' '18' '18' '18' '18'
 '18' '18' '18' '18' '24' '18' '18' '18' '18' '18' '18' '18']","[False False False False False False  True False False False False False
 False False False False False False False False False False False  True
 False False False False False False False False  True False False False
 False False False False]","[3 3 3 3 7 6 4 6 3 3 3 6 3 3 6 7 6 6 3 6 3 6 6 3 6 6 6 3 7 3 6 6 3 6 3 6 6
 6 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True False
 False  True  True  True  True  True  True  True False False  True  True
  True  True  True  True]"
90,225,"['225' '225' '225' '225' '225' '375' '225' '225' '225' '225' '225' '225'
 '225' '225' '225' '225' '225' '225' '350' '225' '225' '225' '225' '225'
 '225' '225' '225' '225' '225' '225' '225' '225' '225' '225' '225' '225'
 '225' '225' '225' '225']","[ True  True  True  True  True False  True  True  True  True  True  True
  True  True  True  True  True  True False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 3 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 3 4 4 4 4 3 4 4 4 4 3 3 4 4 3 5 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 2 0 0 0 0 0 0 2 0 0 0 2 9 2 0 0 0 2 0 2 2 0 2 0 0 2 0 2 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True False False  True  True  True  True  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
91,28,"['28' '28' '18' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28'
 '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28'
 '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28']","[ True  True False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 4 4 4 6 8 4 4 4 4 4 4 4 4 4 4 6 7 6 4 4 4 4 4 4 4 4 6 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]",Math,"[False  True False False  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
92,4,"['4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4'
 '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '4' '2' '4' '4' '4'
 '4' '4' '4' '4']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True False  True  True  True
  True  True  True  True]","[8 8 5 8 9 8 8 8 8 8 8 8 8 8 9 8 9 8 8 8 9 8 8 8 8 8 8 5 6 8 8 8 6 8 8 8 8
 9 8 8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 2 0 5 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 5 0 0 2
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True False False  True  True
  True  True  True  True]"
93,36,"['42 22' '38' '36' '36' '36' '36' '18' '36' '400 36' '36' '44' '36' '44'
 '36' '400 40' '38' '36' '36' '18' '36' '400 44 44' '36' '36' '36' '18'
 '36' '44' '36' '36' '400 40' '36' '36' '36' '36' '36' '42 22' '36'
 '11 25' '36' '44']","[False False  True  True  True  True False  True False  True False  True
 False  True False False  True  True False  True False  True  True  True
 False  True False  True  True False  True  True  True  True  True False
  True False  True False]","[6 7 6 8 7 5 6 7 6 8 6 6 6 7 7 7 6 7 7 6 4 7 6 7 7 5 7 6 6 6 7 4 7 5 7 6 5
 6 5 7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False  True  True  True False False False False False False
 False False False False False  True False False False False  True  True
 False False False False  True False False  True  True  True  True False
 False False False False]"
94,348,"['348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348'
 '348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348'
 '348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348' '348'
 '348' '348' '348' '348']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[ 8  5  6  6  7  7  6  6  9  7  7  7  7  7  8 10  7  9  7  7  7  8  8  8
  7  6  7  7  7  7  7  6  8  7  6  7  7  8  7  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
95,40,"['40' 'error' '40' '40' '40' '40' '40' '40' '40' '40' '40' '80' '40' '40'
 'error' '40' '40' '40' '40' 'error' '40' '40' '40' '40' '40' '40' '40'
 '40' '40' '40' '40' '40' '40' '40' '40' '40' '40' 'error' '40' 'error']","[ True False  True  True  True  True  True  True  True  True  True False
  True  True False  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True False  True False]","[4 0 4 4 4 4 4 4 4 4 4 4 4 4 0 4 4 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 0 4 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 0 10  5  0  5  0  5  0  0  9  0  9  0  5 10  0  2  2  2 10  0  2  0  0
  0  2  0  0  2  2  9  2  0  0  5  0  0 10  2 10]",Math,"[False False False  True  True  True  True  True  True  True  True False
 False  True False False  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True False False False]"
96,3,"['3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3' '3'
 '3' '3' '3' '3']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 2 4 2 5 4 2 2 2 2 2 4 2 4 2 4 4 2 2 4 4 2 2 2 4 5 2 2 4 2 2 4 2 4 4 2 4
 2 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
97,12,"['12' '64 16 64 16 3 12' '10' '12' '12' '12' '12' '1' '3' '6' '10' '12'
 '2' '12' '4' '5' '4' '12' '4' '12' '4' '12' '12' '12' '6' '12' '12' '4'
 '12' '22' '6' '12' '1' '24' '12' '12' '10' '22' '6' '5']","[ True False False  True  True  True  True False False False False  True
 False  True False False False  True False  True False  True  True  True
 False  True  True False  True False False  True False False  True  True
 False False False False]","[2 1 8 2 4 2 6 6 2 4 8 4 6 4 6 7 7 4 7 6 7 4 5 6 4 6 6 6 2 6 4 2 6 2 6 4 8
 6 4 7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False  True  True  True False False False False False
 False False False False False False False False False False  True  True
 False False  True False False False False False False False False  True
 False False False False]"
98,5,"['2' '2' '2' '2' '2' '2' '2' '3' '2' '5' '2' '5' '5' '2' '2' '5' '2' '2'
 '2' '2' '5' '2' '2' '2' '2' '5' '5' '5' '2' '5' '5' '2' '2' '5' '2' '2'
 '2' '2' '5' '5']","[False False False False False False False False False  True False  True
  True False False  True False False False False  True False False False
 False  True  True  True False  True  True False False  True False False
 False False  True  True]","[6 6 5 6 6 7 9 9 6 4 7 5 7 3 6 5 8 6 5 5 5 6 0 8 5 4 7 4 6 5 3 7 6 3 7 6 7
 6 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 5 2 0 0 2 0 0 0 0 2 0 0 2
 2 0 0]",Math,"[False  True  True  True  True  True  True False False False False False
  True False  True False False  True  True  True False False  True  True
  True False  True  True False False  True False  True False False  True
  True  True False  True]"
99,58,"['58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58'
 '58' '58' '58' '58' '40' '58' '58' '58' '58' '58' '58' '58' '58' '58'
 '58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58' '58']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 3 3 4 4 4 4 4 4 4 3 4 4 3 3 4 3 4 3 4 4 4 3 3 4 3 4 3 4 3 3 4 4 3 4 3 4
 4 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
100,175,"['175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175'
 '175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175'
 '175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175' '175'
 '175' '175' '175' '175']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 3 3 4 4 3 4 4 4 4 3 3 4 4 3 4 4 3 3 4 3 3 4 3 4 4 3 4 3 4 3 4 4 3 2
 3 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
101,6,"['6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6'
 '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6' '6'
 '6' '6' '6' '6']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
102,26,"['21' '21' '19' '21' '21' '21' '21' '18' '19' '26' '21' '21' '21' '19'
 '19' '62' '16' '19' '21' '21' '21' '19' '19' '21' '19' '19' '23' '21'
 '19' '19' '21' '21' '21' '21' '18' '64' '21' '19' '19' '17']","[False False False False False False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]","[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True False False  True  True  True False False False False  True
  True False  True False False False False  True  True False  True False
 False  True False False False  True False  True  True  True False False
 False False  True False]"
103,140,"['140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140'
 '140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140'
 '140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140' '140'
 '140' '140' '140' '140']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[2 3 2 2 2 2 2 3 2 2 2 2 2 2 3 2 5 2 2 2 2 5 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2
 2 2 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
104,500,"['500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500'
 '500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500'
 '500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500' '500'
 '500' '500' '500' '500']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 5 5 4 4 5 5 4 4 4 5 5 4 5 5 4 4 4 5 5 4 4 5 5 4 5 5 5 5 4 5 4 5 5 4 4 4
 4 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 9 0 0 2 0 0 0 0 2 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
105,20,"['20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20'
 '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20'
 '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 5 4 4 5 4 4 4 4 5 5 5 4 4 4 5 4 5 4 5 5 4 2 4 4 4 4 4 5 5 4 5 4 0 5 5 5
 5 4 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
106,72,"['3 594' '432' '432' '72' '72' '432' '432' '432' '432' '72' '72' '432'
 '432' '72' '432' '576' '432' '432' '576' '432' '72' '72' '432' '576'
 '432' '432' '576' '432' '432' '492' '72' '432' '216' '576' '432' '576'
 '432' '432' '72' '432']","[False False False  True  True False False False False  True  True False
 False  True False False False False False False  True  True False False
 False False False False False False  True False False False False False
 False False  True False]","[4 3 3 7 2 3 3 4 3 7 6 4 3 7 3 4 3 2 4 2 2 2 3 4 3 3 4 3 3 3 2 3 3 4 4 4 4
 3 2 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2
 0 0 0]",Math,"[False False  True False  True False  True  True  True False  True False
  True False False False False  True False False False  True False False
 False  True False False  True False False False False False False False
 False  True False False]"
107,3,"['0 5' '0' '4' '0' '2' '1' '2' '0' '1' '0' '2' '2' '0' '2 30' '5' '0'
 '0 5' '1' '0' '6' '0' '2' '1' '2' '3' '0' '3' '2' '3' '0' '0' '3' 'error'
 '3' '6' '0 5' '0' '2' '4 30' '7']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
  True False  True False  True False False  True False  True False False
 False False False False]","[ 9  7  7 10  6 10  8  7  7 10  8  6  7  4  7  7 12  8  6  6 11  7 10  7
  5 11  7  6  5  7  5  6  4 10  4 12  6  4  5  5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False False False False False False False  True
 False False False False False False False False False False False False
 False False False False False False  True False False False False False
 False False False False]"
108,50,"['50' '50' '50' '50' '50' '65' '50' '50' '50' '50' '50' '50' '50' '50'
 '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50'
 '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50']","[ True  True  True  True  True False  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[7 7 7 7 7 5 9 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
 6 7 7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True False False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
109,28,"['28' '28' '28' '28' '28' '28' '28' '27' '28' '28' '28' '28' '28' '28'
 '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28'
 '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28' '28']","[ True  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[ 3  3  3  6  3  6 10  3  3  3  6  3 10  3  6  3  6  3  3  3  6  6  3  3
  6  3  3  3  3  3  3  3  6  6  3  3  3  3  3  3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
110,45,"['45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45'
 '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45'
 '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
111,16,"['16' '16' '16' '16' '4' '16' '16' '16' '16' '8' '16' '16' '16' '16' '16'
 '16' '16' '16' '16' '16' '8' '16' '16' '16' '16' '16' '16' '16' '16' '16'
 '16' '16' '8' '16' '16' '16' '16' '16' '16' '16']","[ True  True  True  True False  True  True  True  True False  True  True
  True  True  True  True  True  True  True  True False  True  True  True
  True  True  True  True  True  True  True  True False  True  True  True
  True  True  True  True]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True False False  True  True  True False False  True
  True  True  True  True  True  True  True  True False False  True  True
  True  True  True  True  True  True  True  True False False  True  True
  True  True  True  True]"
