id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
108,C,"['C' 'C' 'C' 'C' 'C' 'A' 'A' 'A' 'A' 'A' 'C' 'A' 'A' 'B' 'C' 'C' 'C' 'C'
 'A' 'A' 'B' 'C' 'A' 'A' 'C' 'B' 'C' 'C' 'A' 'C' 'C' 'C' 'A' 'C' 'A' 'A'
 'C' 'C' 'C' 'A']","[ True  True  True  True  True False False False False False  True False
 False False  True  True  True  True False False False  True False False
  True False  True  True False  True  True  True False  True False False
  True  True  True False]","[4 3 3 3 3 4 4 4 4 4 3 4 4 3 1 4 4 3 4 4 3 4 4 4 4 3 3 3 5 3 4 3 4 3 4 4 4
 3 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0
 2 0 0]",disambiguation_qa,"[False  True  True  True  True False  True  True  True  True False False
  True False False  True  True  True False  True False False False  True
 False False False  True False False  True  True False False False  True
 False  True  True False]"
109,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'C' 'A' 'C' 'B' 'C' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True  True  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True False False
 False  True False  True  True  True  True False  True  True  True  True
  True  True  True  True]","[2 1 2 4 4 4 4 4 3 1 4 5 5 4 3 4 4 4 1 2 4 4 4 4 4 1 4 1 1 4 2 1 1 4 4 4 4
 4 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True False  True False  True  True
  True  True  True  True  True  True  True  True  True  True False False
 False False False False  True  True  True False False  True  True  True
  True  True  True  True]"
110,C,"['B' 'C' 'B' 'C' 'C' 'C' 'B' 'C' 'C' 'B' 'C' 'B' 'B' 'C' 'B' 'C' 'B' 'B'
 'B' 'C' 'C' 'B' 'C' 'C' 'C' 'C' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'B'
 'B' 'B' 'C' 'C']","[False  True False  True  True  True False  True  True False  True False
 False  True False  True False False False  True  True False  True  True
  True  True False False False  True False False False  True False False
 False False  True  True]","[4 3 4 3 3 3 4 3 4 4 4 4 4 3 4 3 4 4 4 4 4 4 3 3 3 4 4 4 4 3 4 4 4 3 4 4 4
 4 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0
 0 2 0]",disambiguation_qa,"[False False False False  True  True False False  True False False False
  True False False False False  True  True False  True False False  True
  True  True False  True  True False False  True  True False False  True
  True  True False  True]"
111,C,"['B' 'A' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'B' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'B' 'B' 'C' 'A' 'C' 'C' 'C' 'A' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C']","[False False  True  True  True  True  True  True  True  True  True  True
  True  True False  True  True  True  True  True  True  True  True False
 False  True False  True  True  True False  True  True  True  True  True
  True  True  True  True]","[3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 5 3 4 3 5 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 2 0]",disambiguation_qa,"[False False False  True  True  True  True  True  True  True  True  True
  True  True False False  True  True  True  True  True  True  True False
  True False False False  True  True False False  True  True  True  True
  True  True  True  True]"
112,B,"['B' 'B' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B'
 'B' 'B' 'C' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'C' 'B' 'B' 'C' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[ True  True  True False  True  True  True False  True  True  True  True
  True  True  True False  True  True  True  True False  True False  True
  True  True False  True False  True  True False  True  True  True  True
  True  True  True  True]","[2 2 1 4 2 4 2 2 4 4 4 5 5 4 4 2 2 4 4 4 2 4 1 1 2 4 1 1 1 4 5 1 2 1 4 1 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
 0 0 0]",disambiguation_qa,"[False  True  True False False  True  True False False  True  True  True
  True  True  True False False  True  True  True False False False False
  True  True False False False False  True False False  True  True  True
  True  True  True  True]"
113,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B'
 'B' 'C' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'C' 'B'
 'C' 'B' 'B' 'B']","[ True  True  True  True  True  True  True  True  True False  True  True
  True False  True  True  True  True  True False  True  True False  True
  True  True  True  True  True  True False  True  True  True False  True
 False  True  True  True]","[4 4 1 3 4 1 4 1 1 1 4 4 4 1 2 4 4 3 4 1 2 4 1 4 4 2 4 3 4 4 1 1 4 4 1 3 1
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True False False  True
  True False False  True  True  True  True False False  True False False
  True  True  True  True  True  True False False  True  True False False
 False False  True  True]"
114,A,"['C' 'C' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'B' 'A' 'A' 'B' 'A' 'A' 'A' 'A' 'A'
 'B' 'B' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A']","[False False  True  True  True  True  True  True  True False  True  True
 False  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 3 4 5 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 2 2 0 2 5
 0 0 2]",disambiguation_qa,"[False  True False  True  True  True  True  True  True False False  True
 False False  True  True  True  True False  True False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
115,A,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 2 0 0
 2 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
116,A,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'ERROR' 'A' 'A' 'A' 'C' 'A'
 'A' 'C' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'C'
 'ERROR' 'A' 'C' 'A' 'A' 'A']","[ True  True  True  True  True  True  True  True  True  True  True False
  True  True  True False  True  True False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False False  True
 False  True  True  True]","[4 4 4 4 4 4 3 4 4 4 4 0 5 4 5 1 4 3 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 0 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 2  0  0  2  0  0  2  0  0  5  0 10  0  0  2  2  2  0  0  0  0  0  2  2
  2  0  0  0  9  0  0  0  0  0 10  0  0  5  2  5]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True False
 False  True  True False False  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True False False False
 False False  True  True]"
117,B,"['B' 'A' 'C' 'C' 'C' 'B' 'C' 'A' 'C' 'B' 'A' 'C' 'A' 'B' 'B' 'A' 'A' 'B'
 'B' 'A' 'A' 'C' 'C' 'C' 'C' 'B' 'A' 'B' 'A' 'A' 'B' 'C' 'A' 'B' 'C' 'C'
 'B' 'B' 'C' 'C']","[ True False False False False  True False False False  True False False
 False  True  True False False  True  True False False False False False
 False  True False  True False False  True False False  True False False
  True  True False False]","[4 4 4 4 4 5 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2 0 2]",disambiguation_qa,"[False False False  True  True False False False False False False False
 False False  True False  True False  True False  True False  True  True
  True False False False False  True False False False False False  True
 False  True False  True]"
118,C,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B'
 'B' 'B' 'B' 'B']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False  True False False
 False False False False]","[4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3 4 4 4 3 4 4 4 4 4 4 4 4 4 1 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0
 2 0 2]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False False  True
  True  True  True  True]"
119,B,"['C' 'C' 'C' 'C' 'C' 'C' 'B' 'C' 'C' 'C' 'C' 'A' 'C' 'A' 'C' 'C' 'C' 'B'
 'C' 'B' 'A' 'C' 'C' 'A' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'A' 'A' 'A' 'C'
 'C' 'C' 'C' 'B']","[False False False False False False  True False False False False False
 False False False False False  True False  True False False False False
 False False False False False False False False False False False False
 False False False  True]","[1 1 4 1 1 1 4 4 1 1 1 4 1 4 4 1 1 3 1 4 4 1 1 4 1 1 1 2 4 1 1 1 4 4 4 1 1
 1 1 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 5 0 0 0 0 0 0 0 0 0 2 0 5 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True False False  True  True  True False
 False False False  True  True False False False False False  True False
 False  True  True  True  True  True  True  True False  True  True False
  True  True  True False]"
120,A,"['C' 'C' 'C' 'A' 'C' 'C' 'B' 'C' 'C' 'C' 'C' 'C' 'A' 'C' 'A' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'A' 'C' 'C' 'C' 'C' 'C' 'C' 'C' 'A' 'C' 'C' 'A' 'C'
 'C' 'A' 'A' 'C']","[False False False  True False False False False False False False False
  True False  True False False False False False False False False  True
 False False False False False False False  True False False  True False
 False  True  True False]","[4 4 4 4 1 4 5 2 1 1 1 1 2 1 4 1 4 1 1 1 1 1 1 4 4 4 1 1 1 1 1 1 1 1 4 1 4
 4 4 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True False False  True False False  True  True  True  True
 False False False False  True  True  True  True  True  True  True False
 False  True  True  True  True  True  True False False  True False False
  True False  True False]"
121,B,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'A' 'B' 'B' 'B']","[ True  True  True  True  True  True  True  True False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
 False  True  True  True]","[3 1 2 3 4 4 4 2 4 2 4 1 1 4 2 1 1 1 1 1 4 4 4 1 1 4 1 3 4 4 1 1 1 1 1 3 4
 4 4 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True False False  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
 False False  True  True]"
122,B,"['B' 'B' 'B' 'C' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C'
 'B' 'B' 'B' 'B']","[ True  True  True False  True  True False  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False  True  True  True  True  True  True  True False
  True  True  True  True]","[3 3 3 3 4 3 5 4 4 4 4 3 3 4 4 4 3 4 4 3 4 4 3 4 4 4 3 3 4 3 4 4 3 3 4 2 3
 4 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 2 2 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True False False  True False False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False False  True  True  True  True  True  True False
 False  True  True  True]"
123,B,"['C' 'A' 'B' 'C' 'B' 'A' 'C' 'C' 'B' 'C' 'B' 'B' 'B' 'C' 'B' 'C' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'C' 'C' 'B' 'B' 'C' 'C' 'C' 'B' 'C' 'C' 'C' 'B' 'B'
 'C' 'B' 'B' 'B']","[False False  True False  True False False False  True False  True  True
  True False  True False  True  True  True  True  True  True  True False
 False  True  True False False False  True False False False  True  True
 False  True  True  True]","[4 4 3 1 5 4 1 3 4 4 4 4 4 4 4 4 4 4 3 4 4 5 4 1 1 5 4 4 1 4 4 4 1 1 4 4 4
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 2 0 0 9 0 0 2 0
 0 0 0]",disambiguation_qa,"[False False False False False False False  True False False False  True
  True False False False False  True  True  True  True  True  True False
  True False  True False  True  True False False  True  True False  True
 False False  True  True]"
124,A,"['A' 'A' 'A' 'A' 'A' 'C' 'C' 'A' 'A' 'A' 'C' 'A' 'A' 'C' 'C' 'C' 'A' 'A'
 'C' 'A' 'C' 'A' 'C' 'MY COUSIN' 'C' 'C' 'A' 'C' 'A' 'C' 'C' 'A' 'C' 'A'
 'A' 'C' 'C' 'C' 'A' 'C']","[ True  True  True  True  True False False  True  True  True False  True
  True False False False  True  True False  True False  True False False
 False False  True False  True False False  True False  True  True False
 False False  True False]","[4 6 5 4 3 4 4 4 5 5 4 4 4 4 5 4 4 6 4 5 4 3 4 3 5 4 5 4 3 4 5 5 5 1 4 4 4
 5 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 0 0 0 0 0 0 2 0 0 5 0 0 0 9 0 0 0 0 2 0 2 0 0 2 0 0 0 0 0 0 0 2 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True False  True False  True  True False False
  True False  True  True False  True False False False False False False
 False  True False False False False  True False False False  True False
  True  True False False]"
125,B,"['B' 'B' 'B' 'B' 'B' 'C' 'C' 'C' 'B' 'B' 'C' 'B' 'B' 'C' 'C' 'B' 'B' 'C'
 'B' 'C' 'B' 'B' 'C' 'C' 'B' 'C' 'C' 'B' 'B' 'B' 'C' 'B' 'C' 'B' 'B' 'B'
 'C' 'C' 'B' 'B']","[ True  True  True  True  True False False False  True  True False  True
  True False False  True  True False  True False  True  True False False
  True False False  True  True  True False  True False  True  True  True
 False False  True  True]","[4 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4
 4 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0]",disambiguation_qa,"[False  True  True  True  True False  True  True False  True False False
  True False  True False  True False False False False  True False  True
 False False  True False  True  True False False False False  True  True
 False  True False  True]"
126,C,"['C' 'C' 'C' 'A' 'C' 'C' 'ERROR' 'C' 'C' 'C' 'ERROR' 'C' 'B' 'C' 'C' 'B'
 'C' 'C' 'C' 'C' 'C' 'C' 'A' 'A' 'C' 'B' 'A' 'C' 'C' 'C' 'C' 'C' 'C' 'C'
 'C' 'C' 'C' 'C' 'C' 'A']","[ True  True  True False  True  True False  True  True  True False  True
 False  True  True False  True  True  True  True  True  True False False
  True False False  True  True  True  True  True  True  True  True  True
  True  True  True False]","[4 5 4 4 4 4 0 4 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 3 4 4
 3 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 9  0  2  9  0  5 10  2  0  0 10  5  0  2  0  0  0  0  2  0  0  0  2  0
  0  2  0  0  0  0  0  0  5  0  0  5  2  0  0  0]",disambiguation_qa,"[False  True  True False False  True False False  True  True False False
 False False  True False False  True  True  True  True  True False  True
 False False False False  True  True  True  True  True  True  True  True
  True  True  True False]"
127,B,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'B' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'C' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'C' 'A' 'A' 'A' 'A' 'A'
 'C' 'A' 'B' 'A']","[False False False False False False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False  True False]","[4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 1 4 4 4 4 5 4
 5 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True False False  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True  True  True  True  True False False  True  True  True  True
 False False False False]"
128,A,"['A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A' 'A'
 'A' 'A' 'A' 'A']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 2 0 0 0
 5 2 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
129,A,"['B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B'
 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'B' 'C' 'B' 'B' 'B'
 'B' 'B' 'B' 'B']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]","[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True False False  True  True
  True  True  True  True]"
130,A,"['B' 'A' 'B' 'B' 'A' 'B' 'B' 'A' 'B' 'B' 'A' 'B' 'B' 'B' 'B' 'C' 'B' 'A'
 'B' 'B' 'B' 'A' 'B' 'B' 'A' 'B' 'B' 'B' 'B' 'A' 'B' 'A' 'A' 'B' 'B' 'A'
 'B' 'B' 'B' 'C']","[False  True False False  True False False  True False False  True False
 False False False False False  True False False False  True False False
  True False False False False  True False  True  True False False  True
 False False False False]","[4 4 4 4 4 4 4 4 4 4 4 4 4 6 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False False False  True False False  True False False  True False False
  True  True  True False False False False  True  True False False  True
 False False  True  True  True False False False  True False  True False
 False  True  True False]"
131,A,"['C' 'C' 'A' 'A' 'A' 'C' 'B' 'C' 'C' 'A' 'C' 'C' 'C' 'A' 'C' 'C' 'A' 'C'
 'A' 'A' 'C' 'C' 'C' 'C' 'A' 'C' 'C' 'A' 'A' 'A' 'C' 'A' 'C' 'A' 'C' 'C'
 'C' 'C' 'C' 'C']","[False False  True  True  True False False False False  True False False
 False  True False False  True False  True  True False False False False
  True False False  True  True  True False  True False  True False False
 False False False False]","[1 4 4 4 4 1 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 4 5 4 4 4 4 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",disambiguation_qa,"[False  True False  True  True False False False  True False False  True
  True False False  True False False False  True False  True  True  True
 False False  True False  True  True False False False False False  True
  True  True  True  True]"
