Question,Category,Correct Answer,Name
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The patient was referred to the specialist because they are an expert on rare skin conditions.
  Options:
(A) Ambiguous
(B) The patient is an expert
(C) The specialist is an expert",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: Bailey will plan to meet the director at her office
  Options:
(A) Ambiguous
(B) It will be Bailey's office
(C) It will be the director's office",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The writer tried to fool the salesperson and told her a fake story.
  Options:
(A) Ambiguous
(B) Told the salesperson a fake story
(C) Told the writer a fake story",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The engineer informed the client that he would need to make all future payments on time.
  Options:
(A) Ambiguous
(B) The client should make payments
(C) The engineer should make payments",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: My parent called their secretary for more information
  Options:
(A) Ambiguous
(B) They were my parent's secretary
(C) They were the secretary's secretary",disambiguation_qa,A,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The cleaner called the guard and asked him to open the door.
  Options:
(A) Ambiguous
(B) Asked the cleaner
(C) Asked the guard",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The visitor tells the teacher that she likes the cake.
  Options:
(A) Ambiguous
(B) The teacher likes the cake
(C) The visitor likes the cake",disambiguation_qa,A,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The developer met with the designer because his idea can be implemented.
  Options:
(A) Ambiguous
(B) The designer's idea could be implemented
(C) The developer's idea could be implemented",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The CEO bought the accountant a car because they needed one.
  Options:
(A) Ambiguous
(B) The CEO needed a car
(C) The accountant needed a car",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The secretary came to the analyst's office and helped them to book a flight.
  Options:
(A) Ambiguous
(B) Helped the analyst book a flight
(C) Helped the secretary book a flight",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter collaborated with the designer and gave her a prototype.
  Options:
(A) Ambiguous
(B) Gave the carpenter a prototype
(C) Gave the designer a prototype",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The surgeon warned the nurse that he needed more time to prepare.
  Options:
(A) Ambiguous
(B) The nurse needed more time
(C) The surgeon needed more time",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The manager asked the employee to not forget his car.
  Options:
(A) Ambiguous
(B) It was the employee's car
(C) It was the manager's car",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: My cousin called their boss for more information
  Options:
(A) Ambiguous
(B) They were my cousin's boss
(C) They were the boss's boss",disambiguation_qa,A,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The chief encouraged the writer because he wrote a good book.
  Options:
(A) Ambiguous
(B) The chief wrote a good book
(C) The writer wrote a good book",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: Before she sent the letter, Alex did not know Taylor.
  Options:
(A) Alex sent the letter
(B) Ambiguous
(C) Taylor sent the letter",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The driver yelled at the tailor after they broke a window.
  Options:
(A) Ambiguous
(B) The driver broke a window
(C) The tailor broke a window",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The secretary corrected the developer because he better understood the problem.
  Options:
(A) Ambiguous
(B) The developer understood the problem
(C) The secretary understood the problem",disambiguation_qa,A,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The designer called the janitor and asked him to clean the room.
  Options:
(A) Ambiguous
(B) Asked the designer
(C) Asked the janitor",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The scientist collaborated with the artist, and they shared a story.
  Options:
(A) Ambiguous
(B) The artist shared a story
(C) The scientist shared a story",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The reporter and the chef discussed her favorite dishes.
  Options:
(A) Ambiguous
(B) They discussed the chef's favorite dishes
(C) They discussed the reporter's favorite dishes",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The investigator wanted to interview the witness in person, but they were too late.
  Options:
(A) Ambiguous
(B) The investigator was too late
(C) The witness was too late",disambiguation_qa,C,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The cook is always teaching the assistant new techniques because she likes to teach others.
  Options:
(A) Ambiguous
(B) The assistant likes to teach
(C) The cook likes to teach",disambiguation_qa,A,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The CEO bought the accountant a car because she needed one.
  Options:
(A) Ambiguous
(B) The CEO needed a car
(C) The accountant needed a car",disambiguation_qa,B,BigBench_easy
"In the following sentences, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The customer and the chef discussed his culinary training.
  Options:
(A) Ambiguous
(B) It was the chef's culinary training
(C) It was the customer's culinary training",disambiguation_qa,B,BigBench_easy
"Find a movie similar to Batman, The Mask, The Fugitive, Pretty Woman:
  Options:
(A) Maelstrom
(B) The Lion King
(C) Lamerica
(D) The Front Page",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Sixth Sense, The Matrix, Forrest Gump, The Shawshank Redemption:
  Options:
(A) Terminator 2 Judgment Day
(B) The Sheltering Sky
(C) Street Fighter II The Animated Movie
(D) The Boy Who Could Fly",movie_recommendation,D,BigBench_easy
"Find a movie similar to Schindler's List, Braveheart, The Silence of the Lambs, Tombstone:
  Options:
(A) Forrest Gump
(B) Orlando
(C) All the Real Girls
(D) Guilty of Romance",movie_recommendation,C,BigBench_easy
"Find a movie similar to Terminator 2 Judgment Day, The Fugitive, The Shawshank Redemption, Dead Man Walking:
  Options:
(A) Rocky IV
(B) Walk, Don't Run
(C) Braveheart
(D) Shaun the Sheep Movie",movie_recommendation,D,BigBench_easy
"Find a movie similar to Braveheart, The Mask, The Fugitive, Batman:
  Options:
(A) George Washington
(B) Schindler's List
(C) Club Dread
(D) Once Upon a Time in America",movie_recommendation,C,BigBench_easy
"Find a movie similar to Heat, The Fugitive, Forrest Gump, The Silence of the Lambs:
  Options:
(A) Death Race 2
(B) Slumber Party Massacre II
(C) Cannonball Run II
(D) Independence Day",movie_recommendation,C,BigBench_easy
"Find a movie similar to Raiders of the Lost Ark, The Shawshank Redemption, Inception, Pulp Fiction:
  Options:
(A) Forrest Gump
(B) The Chorus
(C) Beyond the Poseidon Adventure
(D) Scouts Guide to the Zombie Apocalypse",movie_recommendation,C,BigBench_easy
"Find a movie similar to Schindler's List, Pulp Fiction, Braveheart, The Usual Suspects:
  Options:
(A) Mindhunters
(B) The Shawshank Redemption
(C) 12 Angry Men
(D) Mo' Better Blues",movie_recommendation,D,BigBench_easy
"Find a movie similar to Jurassic Park, The Silence of the Lambs, Schindler's List, Braveheart:
  Options:
(A) Eddie the Eagle
(B) Showtime
(C) A Hard Day's Night
(D) Forrest Gump",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Lord of the Rings The Two Towers, The Lord of the Rings The Fellowship of the Ring, Star Wars Episode IV - A New Hope, The Matrix:
  Options:
(A) The End of the Affair
(B) The Return
(C) Schindler's List
(D) The Hidden Fortress",movie_recommendation,C,BigBench_easy
"Find a movie similar to Forrest Gump, Pulp Fiction, The Fugitive, Dances with Wolves:
  Options:
(A) Dragonheart 3 The Sorcerer's Curse
(B) Tae Guk Gi The Brotherhood of War
(C) Chi-Raq
(D) Stargate",movie_recommendation,C,BigBench_easy
"Find a movie similar to Forrest Gump, The Fugitive, The Shawshank Redemption, Pulp Fiction:
  Options:
(A) Dances with Wolves
(B) Porky's Revenge
(C) Anchors Aweigh
(D) Looney Tunes Back in Action",movie_recommendation,D,BigBench_easy
"Find a movie similar to Forrest Gump, The Silence of the Lambs, Mission Impossible, Jurassic Park:
  Options:
(A) Independence Day
(B) Twin Peaks Fire Walk with Me
(C) Dogfight
(D) Joe Somebody",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Shawshank Redemption, The Usual Suspects, Pulp Fiction, Fargo:
  Options:
(A) Damage
(B) The Fugitive
(C) A Plasticine Crow
(D) Pie in the Sky",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Fugitive, Pulp Fiction, The Usual Suspects, Terminator 2 Judgment Day:
  Options:
(A) Sweeney Todd
(B) Welcome to Sarajevo
(C) Seven
(D) The Amazing Panda Adventure",movie_recommendation,D,BigBench_easy
"Find a movie similar to Forrest Gump, The Silence of the Lambs, Seven, Fargo:
  Options:
(A) Gandhi
(B) Schindler's List
(C) Dogfight
(D) Repo Man",movie_recommendation,B,BigBench_easy
"Find a movie similar to Pulp Fiction, Braveheart, The Shawshank Redemption, Crimson Tide:
  Options:
(A) A Very Harold & Kumar 3D Christmas
(B) The Fugitive
(C) A Separation
(D) Goon Last of the Enforcers",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Lion King, The Fugitive, Schindler's List, The Shawshank Redemption:
  Options:
(A) Breakin' All the Rules
(B) The Art of the Steal
(C) Battlestar Galactica The Plan
(D) Pulp Fiction",movie_recommendation,B,BigBench_easy
"Find a movie similar to Pulp Fiction, The Shawshank Redemption, Schindler's List, Dances with Wolves:
  Options:
(A) Captain America The First Avenger
(B) Manic
(C) Braveheart
(D) Easter Parade",movie_recommendation,C,BigBench_easy
"Find a movie similar to Beauty and the Beast, Independence Day, Forrest Gump, Jurassic Park:
  Options:
(A) Kicking Off
(B) The Silence of the Lambs
(C) Extreme Measures
(D) The Bag Man",movie_recommendation,B,BigBench_easy
"Find a movie similar to The Shawshank Redemption, Forrest Gump, Dances with Wolves, Mr Holland's Opus:
  Options:
(A) PK
(B) The Great Gatsby
(C) Casper Meets Wendy
(D) Philadelphia",movie_recommendation,C,BigBench_easy
"Find a movie similar to Inception, Pulp Fiction, Forrest Gump, Raiders of the Lost Ark:
  Options:
(A) Fantastic Mr Fox
(B) Who's Afraid of Virginia Woolf
(C) Clash of the Titans
(D) Independence Day",movie_recommendation,D,BigBench_easy
"Find a movie similar to Star Wars Episode VII - The Force Awakens, Inside Out, Pulp Fiction, Raiders of the Lost Ark:
  Options:
(A) Everything You Always Wanted to Know About Sex  But Were Afraid to Ask
(B) The Proposal
(C) Ernest Rides Again
(D) Forrest Gump",movie_recommendation,B,BigBench_easy
"Find a movie similar to Spider-Man, Spider-Man 2, The Matrix, Independence Day:
  Options:
(A) Insomnia
(B) The Fifth Element
(C) Across the Universe
(D) Jurassic World Fallen Kingdom",movie_recommendation,B,BigBench_easy
"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, Groundhog Day, Mission Impossible, Star Wars Episode IV - A New Hope:
  Options:
(A) Raiders of the Lost Ark
(B) View from the Top
(C) Quick Change
(D) The Doors",movie_recommendation,C,BigBench_easy
"Find a movie similar to Army of Darkness, Go, The Sixth Sense, Alien:
  Options:
(A) Cinema Paradiso
(B) Ice Guardians
(C) Children of the Corn III
(D) Cool Hand Luke",movie_recommendation,A,BigBench_easy
"Find a movie similar to Apollo 13, Jurassic Park, Die Hard With a Vengeance, Forrest Gump:
  Options:
(A) Stealth
(B) True Lies
(C) Killer Movie
(D) The Last Man on Earth",movie_recommendation,D,BigBench_easy
"Find a movie similar to Pulp Fiction, The Usual Suspects, Schindler's List, Fargo:
  Options:
(A) Stoked The Rise and Fall of Gator
(B) The Shawshank Redemption
(C) Look Who's Talking
(D) Surviving the Game",movie_recommendation,D,BigBench_easy
"Find a movie similar to Toy Story, The Mask, Batman, The Lion King:
  Options:
(A) Pretty Woman
(B) Seeking Justice
(C) Exit Wounds
(D) Punch-Drunk Love",movie_recommendation,D,BigBench_easy
"Find a movie similar to The Shawshank Redemption, Pulp Fiction, Schindler's List, Braveheart:
  Options:
(A) Robot Carnival
(B) The Family Stone
(C) Dances with Wolves
(D) The Bank Job",movie_recommendation,C,BigBench_easy
"Find a movie similar to Independence Day, The Silence of the Lambs, Indiana Jones and the Temple of Doom, Fargo:
  Options:
(A) Lights Out
(B) The Fugitive
(C) Care Bears Movie II A New Generation
(D) Noises Off",movie_recommendation,C,BigBench_easy
"Find a movie similar to Batman, Pulp Fiction, Apollo 13, Schindler's List:
  Options:
(A) Europa
(B) The Last Kiss
(C) Braveheart
(D) Rise of the Planet of the Apes",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Fugitive, Braveheart, Schindler's List, The Lion King:
  Options:
(A) Mad City
(B) The Shawshank Redemption
(C) City of Men
(D) The Scorpion King",movie_recommendation,C,BigBench_easy
"Find a movie similar to Braveheart, Dances with Wolves, Pulp Fiction, Schindler's List:
  Options:
(A) Shadow of the Vampire
(B) Tickling Giants
(C) On the Town
(D) The Usual Suspects",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Sixth Sense, The Lord of the Rings The Two Towers, The Usual Suspects, Forrest Gump:
  Options:
(A) End of Days
(B) Star Wars Episode IV - A New Hope
(C) Crossfire
(D) Nothing to Declare",movie_recommendation,D,BigBench_easy
"Find a movie similar to Goodfellas, Raiders of the Lost Ark, Star Wars Episode IV - A New Hope, The Silence of the Lambs:
  Options:
(A) Let It Snow
(B) Weekend at Bernie's
(C) American in Paris, An
(D) Monty Python and the Holy Grail",movie_recommendation,A,BigBench_easy
"Find a movie similar to Pulp Fiction, The Fugitive, The Shawshank Redemption, Dances with Wolves:
  Options:
(A) Elizabethtown
(B) The Bride of Frankenstein
(C) All Over the Guy
(D) Forrest Gump",movie_recommendation,B,BigBench_easy
"Find a movie similar to Schindler's List, Jurassic Park, The Silence of the Lambs, Forrest Gump:
  Options:
(A) Alien Resurrection
(B) The Quiet American
(C) A Tale of Two Cities
(D) Batman",movie_recommendation,A,BigBench_easy
"Find a movie similar to Pulp Fiction, The Shawshank Redemption, Aladdin, The Lion King:
  Options:
(A) Ruby Sparks
(B) The Next Three Days
(C) Detachment
(D) Terminator 2 Judgment Day",movie_recommendation,A,BigBench_easy
"Find a movie similar to Aladdin, Terminator 2 Judgment Day, Batman, The Mask:
  Options:
(A) King Kong
(B) WarGames
(C) Foreign Correspondent
(D) Pretty Woman",movie_recommendation,D,BigBench_easy
"Find a movie similar to Braveheart, Pulp Fiction, Saving Private Ryan, Gattaca:
  Options:
(A) Dredd
(B) When Worlds Collide
(C) Brave
(D) Go",movie_recommendation,D,BigBench_easy
"Find a movie similar to Terminator 2 Judgment Day, Dead Man Walking, Braveheart, The Shawshank Redemption:
  Options:
(A) Louis CK Oh My God
(B) The Fugitive
(C) Deuce Bigalow Male Gigolo
(D) Music and Lyrics",movie_recommendation,A,BigBench_easy
"Find a movie similar to Dances with Wolves, The Lion King, The Fugitive, The Shawshank Redemption:
  Options:
(A) Man of the House
(B) The Neon Demon
(C) Day for Night
(D) Schindler's List",movie_recommendation,A,BigBench_easy
"Find a movie similar to The Usual Suspects, Interview with the Vampire The Vampire Chronicles, The Shawshank Redemption, Pulp Fiction:
  Options:
(A) The Fugitive
(B) Toy Soldiers
(C) Baxter
(D) The Wasp Woman",movie_recommendation,B,BigBench_easy
"Find a movie similar to Stargate, The Fugitive, Pulp Fiction, Dances with Wolves:
  Options:
(A) Kevin Smith Too Fat For 40
(B) Stand and Deliver
(C) Forrest Gump
(D) Scorched",movie_recommendation,A,BigBench_easy
"Find a movie similar to The Fugitive, The Shawshank Redemption, Beauty and the Beast, Schindler's List:
  Options:
(A) The Lion King
(B) Urban Cowboy
(C) Space Truckers
(D) Universal Soldier Day of Reckoning",movie_recommendation,A,BigBench_easy
"Find a movie similar to Snow White and the Seven Dwarfs, The Secret Garden, Beauty and the Beast, The Lion King:
  Options:
(A) Nymphomaniac Volume I
(B) The Thing
(C) Lights in the Dusk
(D) Pinocchio",movie_recommendation,B,BigBench_easy
"Find a movie similar to Raiders of the Lost Ark, The Matrix, Gattaca, Gladiator:
  Options:
(A) Maggie's Plan
(B) The Fifth Element
(C) For the Boys
(D) Swimming Pool",movie_recommendation,C,BigBench_easy
"Find a movie similar to Batman, The Mask, The Lion King, Pretty Woman:
  Options:
(A) Gintama The Final Chapter - Be Forever Yorozuya
(B) The Fugitive
(C) Doctor Who Last Christmas
(D) Los Angeles Plays Itself",movie_recommendation,D,BigBench_easy
"Find a movie similar to The Lion King, Dances with Wolves, Braveheart, Schindler's List:
  Options:
(A) Pickup on South Street
(B) The Shawshank Redemption
(C) Crush
(D) Poltergeist III",movie_recommendation,D,BigBench_easy
"Find a movie similar to American Beauty, Austin Powers International Man of Mystery, Star Wars Episode V - The Empire Strikes Back, Mission Impossible:
  Options:
(A) Hollywood Homicide
(B) Star Wars Episode IV - A New Hope
(C) Dragon Ball The Curse Of The Blood Rubies
(D) Moonlight Mile",movie_recommendation,D,BigBench_easy
"Find a movie similar to Rocky, Star Wars Episode IV - A New Hope, Toy Story, The Terminator:
  Options:
(A) Independence Day
(B) The Extraordinary Adventures of Adèle Blanc-Sec
(C) Dracula Dead and Loving It
(D) The American President",movie_recommendation,B,BigBench_easy
"Find a movie similar to Braveheart, The Usual Suspects, Crimson Tide, The Fugitive:
  Options:
(A) Hairspray
(B) The Firm
(C) Get Shorty
(D) Pillow Talk",movie_recommendation,A,BigBench_easy
"Find a movie similar to Interstellar, Monsters, Inc, Back to the Future, Inception:
  Options:
(A) Psycho II
(B) Star Wars Episode VII - The Force Awakens
(C) My Fellow Americans
(D) Shadow of the Vampire",movie_recommendation,C,BigBench_easy
"Find a movie similar to Batman, Independence Day, Jurassic Park, Forrest Gump:
  Options:
(A) Pleasantville
(B) To Catch a Thief
(C) Microwave Massacre
(D) The Mask",movie_recommendation,B,BigBench_easy
"Find a movie similar to Terminator 2 Judgment Day, Pulp Fiction, Aladdin, The Lion King:
  Options:
(A) Le Maître d'école
(B) The Scent of Green Papaya
(C) Hawks and Sparrows
(D) Schindler's List",movie_recommendation,C,BigBench_easy
"Find a movie similar to Star Wars Episode V - The Empire Strikes Back, Independence Day, Terminator 2 Judgment Day, Star Wars Episode VI - Return of the Jedi:
  Options:
(A) High School
(B) What Happened, Miss Simone
(C) Back to the Future
(D) Pushing Tin",movie_recommendation,D,BigBench_easy
"Find a movie similar to Monty Python and the Holy Grail, The Silence of the Lambs, Star Wars Episode V - The Empire Strikes Back, Star Wars Episode IV - A New Hope:
  Options:
(A) Chocolat
(B) Some Kind of Wonderful
(C) Child's Play 3
(D) Goodfellas",movie_recommendation,C,BigBench_easy
"Find a movie similar to Forrest Gump, Star Wars Episode VI - Return of the Jedi, Back to the Future, The Matrix:
  Options:
(A) Independence Day
(B) Sleeping with the Enemy
(C) Ghost in the Shell Arise - Border 2 Ghost Whispers
(D) Out of the Past",movie_recommendation,C,BigBench_easy
"Find a movie similar to Pulp Fiction, The Dark Knight, The Silence of the Lambs, Forrest Gump:
  Options:
(A) Inception
(B) War for the Planet of the Apes
(C) Identity Thief
(D) The Da Vinci Code",movie_recommendation,B,BigBench_easy
"Find a movie similar to The Usual Suspects, Braveheart, Pulp Fiction, Schindler's List:
  Options:
(A) Taxi
(B) The Shawshank Redemption
(C) Spider-Man 2
(D) The Cabinet of Dr Caligari",movie_recommendation,B,BigBench_easy
"Find a movie similar to Braveheart, The Usual Suspects, The Shawshank Redemption, The Fugitive:
  Options:
(A) Boy
(B) Swiss Family Robinson
(C) And Then There Were None
(D) Crimson Tide",movie_recommendation,D,BigBench_easy
"Find a movie similar to The Fugitive, Schindler's List, Braveheart, The Mask:
  Options:
(A) Master and Commander The Far Side of the World
(B) The Real McCoy
(C) Batman
(D) Supercop",movie_recommendation,B,BigBench_easy
"Find a movie similar to Pretty Woman, Aladdin, The Lion King, Batman:
  Options:
(A) Everlasting Piece, An
(B) The Last Temptation of Christ
(C) Cloverfield
(D) Terminator 2 Judgment Day",movie_recommendation,A,BigBench_easy
"Find a movie similar to The Wizard of Oz, The Big Lebowski, Being John Malkovich, Run Lola Run:
  Options:
(A) Goodfellas
(B) The Omega Man
(C) Dragon Ball Z Dead Zone
(D) Lightning in a Bottle",movie_recommendation,D,BigBench_easy
"Find a movie similar to The Terminator, Star Wars Episode VI - Return of the Jedi, Forrest Gump, Star Wars Episode IV - A New Hope:
  Options:
(A) Secretary
(B) The Lifeguard
(C) Independence Day
(D) The Human Condition III",movie_recommendation,A,BigBench_easy
"Find a movie similar to Pulp Fiction, Forrest Gump, Inside Out, Edge of Tomorrow:
  Options:
(A) District 9
(B) Kiss of the Dragon
(C) 1984
(D) Good Night, and Good Luck",movie_recommendation,D,BigBench_easy
"Find a movie similar to Braveheart, Pretty Woman, Apollo 13, Dances with Wolves:
  Options:
(A) Pokémon Heroes
(B) The Shawshank Redemption
(C) Batman Assault on Arkham
(D) The Flamingo Kid",movie_recommendation,B,BigBench_easy
"Find a movie similar to Pulp Fiction, Forrest Gump, Terminator 2 Judgment Day, Braveheart:
  Options:
(A) Insidious Chapter 3
(B) The Fugitive
(C) Fast Times at Ridgemont High
(D) Ruby & Quentin",movie_recommendation,D,BigBench_easy
"Find a movie similar to Pulp Fiction, Forrest Gump, The Fugitive, Braveheart:
  Options:
(A) Dances with Wolves
(B) Little Women
(C) Bring It On All or Nothing
(D) Dead Alive",movie_recommendation,B,BigBench_easy
"Find a movie similar to American Beauty, Star Wars Episode IV - A New Hope, Star Wars Episode V - The Empire Strikes Back, Forrest Gump:
  Options:
(A) Jeffrey
(B) The Silence of the Lambs
(C) Cargo
(D) Neon Bull",movie_recommendation,D,BigBench_easy
"Find a movie similar to Star Wars Episode IV - A New Hope, The Usual Suspects, Star Wars Episode V - The Empire Strikes Back, Pulp Fiction:
  Options:
(A) Fargo
(B) Wisdom
(C) Conan the Barbarian
(D) The Crew",movie_recommendation,A,BigBench_easy
"Find a movie similar to Léon The Professional, The Matrix, Forrest Gump, Pulp Fiction:
  Options:
(A) Romper Stomper
(B) Up
(C) Fame
(D) The Browning Version",movie_recommendation,C,BigBench_easy
"Find a movie similar to American History X, Requiem for a Dream, Raiders of the Lost Ark, The Sixth Sense:
  Options:
(A) Little Man
(B) You Can't Take It with You
(C) Goodfellas
(D) Miss Meadows",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Shawshank Redemption, Forrest Gump, Dances with Wolves, The Fugitive:
  Options:
(A) Pulp Fiction
(B) The Girl on the Bridge
(C) Father of the Bride
(D) Radioland Murders",movie_recommendation,A,BigBench_easy
"Find a movie similar to Pulp Fiction, Dances with Wolves, The Fugitive, The Shawshank Redemption:
  Options:
(A) Forrest Gump
(B) The Fiendish Plot of Dr Fu Manchu
(C) Baby Secret of the Lost Legend
(D) The Care Bears Movie",movie_recommendation,D,BigBench_easy
"Find a movie similar to Braveheart, Pretty Woman, Schindler's List, Apollo 13:
  Options:
(A) Dances with Wolves
(B) The Santa Clause 2
(C) Bad Taste
(D) My Big Fat Greek Wedding 2",movie_recommendation,D,BigBench_easy
"Find a movie similar to The Lord of the Rings The Two Towers, Raiders of the Lost Ark, The Lord of the Rings The Fellowship of the Ring, Inception:
  Options:
(A) Ladybugs
(B) Siam Sunset
(C) American Ultra
(D) Saving Private Ryan",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Lion King, Toy Story, The Fugitive, Aladdin:
  Options:
(A) Highway 61
(B) Terminator 2 Judgment Day
(C) Experimenter
(D) Short Circuit 2",movie_recommendation,C,BigBench_easy
"Find a movie similar to The Terminator, Wayne's World, Star Wars Episode V - The Empire Strikes Back, Indiana Jones and the Temple of Doom:
  Options:
(A) Raiders of the Lost Ark
(B) The Pink Panther
(C) Nixon
(D) The Pawnbroker",movie_recommendation,D,BigBench_easy
"Find a movie similar to American Beauty, Goodfellas, The Silence of the Lambs, Star Wars Episode IV - A New Hope:
  Options:
(A) Christmas in Connecticut
(B) The Princess Bride
(C) Bill & Ted's Bogus Journey
(D) Melvin and Howard",movie_recommendation,B,BigBench_easy
"Find a movie similar to The Sword in the Stone, Fantasia, The Jungle Book, Willy Wonka & the Chocolate Factory:
  Options:
(A) Captain Corelli's Mandolin
(B) Timecrimes
(C) Arlington Road
(D) The Wizard of Oz",movie_recommendation,A,BigBench_easy
"Find a movie similar to Braveheart, Dances with Wolves, The Shawshank Redemption, The Usual Suspects:
  Options:
(A) A Very Harold & Kumar 3D Christmas
(B) Crimson Tide
(C) 3000 Miles to Graceland
(D) Best Men",movie_recommendation,B,BigBench_easy
"Find a movie similar to Interview with the Vampire The Vampire Chronicles, The Shawshank Redemption, Pulp Fiction, The Usual Suspects:
  Options:
(A) Caligula
(B) The Fugitive
(C) Anger Management
(D) Mommy",movie_recommendation,C,BigBench_easy
"Find a movie similar to Pulp Fiction, The Shawshank Redemption, Dances with Wolves, Stargate:
  Options:
(A) Basic Instinct 2
(B) The Fugitive
(C) Barb Wire
(D) The Boss of It All",movie_recommendation,A,BigBench_easy
"Find a movie similar to The Shawshank Redemption, Don Juan DeMarco, Mr Holland's Opus, Get Shorty:
  Options:
(A) Howards End
(B) What's Eating Gilbert Grape
(C) Boccaccio '70
(D) Long Night's Journey Into Day",movie_recommendation,D,BigBench_easy
"Find a movie similar to Pulp Fiction, The Silence of the Lambs, Forrest Gump, Laputa Castle in the Sky:
  Options:
(A) The Brice Man
(B) The Village
(C) Bone Tomahawk
(D) The Shawshank Redemption",movie_recommendation,D,BigBench_easy
"Find a movie similar to Independence Day, The Silence of the Lambs, Batman, Jurassic Park:
  Options:
(A) Forrest Gump
(B) Thunderbirds
(C) American Flyers
(D) Shadows and Fog",movie_recommendation,A,BigBench_easy
"Find a movie similar to The Usual Suspects, The Shawshank Redemption, Get Shorty, Pulp Fiction:
  Options:
(A) Jet Li's Fearless
(B) The Handmaiden
(C) Davy Crockett, King of the Wild Frontier
(D) Schindler's List",movie_recommendation,A,BigBench_easy
"Find a movie similar to Star Wars Episode IV - A New Hope, Raiders of the Lost Ark, Mission Impossible, Star Wars Episode V - The Empire Strikes Back:
  Options:
(A) Stander
(B) Tower Heist
(C) Indiana Jones and the Last Crusade
(D) Too Late for Tears",movie_recommendation,A,BigBench_easy
"Find a movie similar to Forrest Gump, The Fugitive, Independence Day, Fargo:
  Options:
(A) Harley Davidson and the Marlboro Man
(B) Scratch
(C) Comic-Con Episode IV A Fan's Hope
(D) Heat",movie_recommendation,C,BigBench_easy
